State,Year,County,Processed,Approved,Denied,Non_Processed,Denied_HIC,Num_Paid,Total_Paid ,Avg_Paid,Funeral_Payout,Murder_Claims
New York,2014,,,,3,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,60,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,,,,5,,,,,#DIV/0!,,
New York,2014,,,,16,,,,,#DIV/0!,,
New York,2014,,,,11,,,,,#DIV/0!,,
New York,2014,,,,5,,,,,#DIV/0!,,
New York,2014,,,,6,,,,,#DIV/0!,,
New York,2014,TOTAL,,,,,,,,#DIV/0!,,
New York,2014,Onondaga,,224,240,,3,230,"$319,161.64","$1,387.66",,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,8,,,,,#DIV/0!,,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,19,,,,,#DIV/0!,,
New York,2014,,,,11,,,,,#DIV/0!,,
New York,2014,,,,127,,,,,#DIV/0!,,
New York,2014,,,,11,,,,,#DIV/0!,,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,10,,,,,#DIV/0!,,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,,,,20,,,,,#DIV/0!,,
New York,2014,,,,5,,,,,#DIV/0!,,
New York,2014,,,,7,,,,,#DIV/0!,,
New York,2014,,,,3,,,,,#DIV/0!,,
New York,2014,,,,4,,,,,#DIV/0!,,
New York,2014,TOTAL,,,,,,,,#DIV/0!,,
New York,2014,Ontario,,21,22,,,24,"$85,106.83","$3,546.12",,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,17,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,TOTAL,,,,,,,,#DIV/0!,,
New York,2014,Orange,,96,82,,1,94,"$337,312.79","$3,588.43",,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,4,,,,,#DIV/0!,,
New York,2014,,,,3,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,4,,,,,#DIV/0!,,
New York,2014,,,,38,,,,,#DIV/0!,,
New York,2014,,,,7,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,6,,,,,#DIV/0!,,
New York,2014,,,,6,,,,,#DIV/0!,,
New York,2014,,,,3,,,,,#DIV/0!,,
New York,2014,,,,3,,,,,#DIV/0!,,
New York,2014,,,,3,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,TOTAL,,,,,,,,#DIV/0!,,
New York,2014,Orleans,,24,13,,1,15,"$20,205.71","$1,347.05",,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,9,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,TOTAL,,,,,,,,#DIV/0!,,
New York,2014,Oswego,,55,93,,,63,"$42,301.01",$671.44,,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,,,,5,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,52,,,,,#DIV/0!,,
New York,2014,,,,9,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,14,,,,,#DIV/0!,,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,TOTAL,,,,,,,,#DIV/0!,,
New York,2014,Otsego,,27,36,,,21,"$20,893.08",$994.91,,
New York,2014,,,,4,,,,,#DIV/0!,,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,26,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,TOTAL,,,,,,,,#DIV/0!,,
New York,2014,Out Of State,,342,317,,5,455,"$3,027,211.54","$6,653.21",,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,3,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,3,,,,,#DIV/0!,,
New York,2014,,,,98,,,,,#DIV/0!,,
New York,2014,,,,20,,,,,#DIV/0!,,
New York,2014,,,,3,,,,,#DIV/0!,,
New York,2014,,,,11,,,,,#DIV/0!,,
New York,2014,,,,3,,,,,#DIV/0!,,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,,,,107,,,,,#DIV/0!,,
New York,2014,,,,12,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,7,,,,,#DIV/0!,,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,21,,,,,#DIV/0!,,
New York,2014,,,,6,,,,,#DIV/0!,,
New York,2014,,,,3,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,TOTAL,,,,,,,,#DIV/0!,,
New York,2014,Putnam,,33,42,,1,14,"$247,693.07","$17,692.36",,
New York,2014,,,,3,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,26,,,,,#DIV/0!,,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,6,,,,,#DIV/0!,,
New York,2014,TOTAL,,,,,,,,#DIV/0!,,
New York,2014,Queens,,816,498,,2,739,"$2,592,946.28","$3,508.72",,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,,,,25,,,,,#DIV/0!,,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,,,,3,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,13,,,,,#DIV/0!,,
New York,2014,,,,5,,,,,#DIV/0!,,
New York,2014,,,,5,,,,,#DIV/0!,,
New York,2014,,,,7,,,,,#DIV/0!,,
New York,2014,,,,11,,,,,#DIV/0!,,
New York,2014,,,,12,,,,,#DIV/0!,,
New York,2014,,,,8,,,,,#DIV/0!,,
New York,2014,,,,3,,,,,#DIV/0!,,
New York,2014,,,,4,,,,,#DIV/0!,,
New York,2014,,,,238,,,,,#DIV/0!,,
New York,2014,,,,57,,,,,#DIV/0!,,
New York,2014,,,,5,,,,,#DIV/0!,,
New York,2014,,,,24,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,7,,,,,#DIV/0!,,
New York,2014,,,,3,,,,,#DIV/0!,,
New York,2014,,,,29,,,,,#DIV/0!,,
New York,2014,,,,8,,,,,#DIV/0!,,
New York,2014,,,,5,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,17,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,TOTAL,,,,,,,,#DIV/0!,,
New York,2014,Rensselaer,,84,86,,,72,"$198,415.59","$2,755.77",,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,4,,,,,#DIV/0!,,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,4,,,,,#DIV/0!,,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,,,,47,,,,,#DIV/0!,,
New York,2014,,,,8,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,8,,,,,#DIV/0!,,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,TOTAL,,,,,,,,#DIV/0!,,
New York,2014,Richmond,,240,142,,1,201,"$278,459.74","$1,385.37",,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,3,,,,,#DIV/0!,,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,,,,3,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,3,,,,,#DIV/0!,,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,,,,5,,,,,#DIV/0!,,
New York,2014,,,,86,,,,,#DIV/0!,,
New York,2014,,,,21,,,,,#DIV/0!,,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,3,,,,,#DIV/0!,,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,TOTAL,,,,,,,,#DIV/0!,,
New York,2014,Rockland,,81,70,,,64,"$97,301.24","$1,520.33",,
New York,2014,,,,7,,,,,#DIV/0!,,
New York,2014,,,,3,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,3,,,,,#DIV/0!,,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,,,,39,,,,,#DIV/0!,,
New York,2014,,,,5,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,5,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,TOTAL,,,,,,,,#DIV/0!,,
New York,2014,Saint Lawrence,,42,31,,,32,"$47,560.32","$1,486.26",,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,,,,18,,,,,#DIV/0!,,
New York,2014,,,,4,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,TOTAL,,,,,,,,#DIV/0!,,
New York,2014,Saratoga,,59,38,,,64,"$53,196.72",$831.20,,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,,,,3,,,,,#DIV/0!,,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,,,,20,,,,,#DIV/0!,,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,TOTAL,,,,,,,,#DIV/0!,,
New York,2014,Schenectady,,67,47,,,66,"$260,539.10","$3,947.56",,
New York,2014,,,,3,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,22,,,,,#DIV/0!,,
New York,2014,,,,12,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,4,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,TOTAL,,,,,,,,#DIV/0!,,
New York,2014,Schoharie,,5,12,,,5,"$3,313.34",$662.67,,
New York,2014,,,,10,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,TOTAL,,,,,,,,#DIV/0!,,
New York,2014,Schuyler,,11,7,,,8,"$16,183.06","$2,022.88",,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,TOTAL,,,,,,,,#DIV/0!,,
New York,2014,Seneca,,18,8,,,8,"$3,876.84",$484.61,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,6,,,,,#DIV/0!,,
New York,2014,TOTAL,,,,,,,,#DIV/0!,,
New York,2014,Steuben,,16,14,,,11,"$19,896.52","$1,808.77",,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,,,,7,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,TOTAL,,,,,,,,#DIV/0!,,
New York,2014,Suffolk,,404,264,,1,456,"$2,285,941.41","$5,013.03",,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,10,,,,,#DIV/0!,,
New York,2014,,,,3,,,,,#DIV/0!,,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,19,,,,,#DIV/0!,,
New York,2014,,,,13,,,,,#DIV/0!,,
New York,2014,,,,126,,,,,#DIV/0!,,
New York,2014,,,,26,,,,,#DIV/0!,,
New York,2014,,,,3,,,,,#DIV/0!,,
New York,2014,,,,3,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,4,,,,,#DIV/0!,,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,,,,17,,,,,#DIV/0!,,
New York,2014,,,,10,,,,,#DIV/0!,,
New York,2014,,,,5,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,3,,,,,#DIV/0!,,
New York,2014,,,,6,,,,,#DIV/0!,,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,TOTAL,,,,,,,,#DIV/0!,,
New York,2014,Sullivan,,21,10,,1,18,"$49,091.06","$2,727.28",,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,5,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,TOTAL,,,,,,,,#DIV/0!,,
New York,2014,Tioga,,18,22,,,12,"$6,172.98",$514.42,,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,10,,,,,#DIV/0!,,
New York,2014,,,,4,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,3,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,TOTAL,,,,,,,,#DIV/0!,,
New York,2014,Tompkins,,23,53,,,20,"$39,533.23","$1,976.66",,
New York,2014,,,,8,,,,,#DIV/0!,,
New York,2014,,,,3,,,,,#DIV/0!,,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,30,,,,,#DIV/0!,,
New York,2014,,,,3,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,3,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,TOTAL,,,,,,,,#DIV/0!,,
New York,2014,Ulster,,47,40,,2,61,"$121,243.13","$1,987.59",,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,22,,,,,#DIV/0!,,
New York,2014,,,,4,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,3,,,,,#DIV/0!,,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,TOTAL,,,,,,,,#DIV/0!,,
New York,2014,Warren,,36,38,,,19,"$32,901.90","$1,731.68",,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,24,,,,,#DIV/0!,,
New York,2014,,,,3,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,,,,4,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,TOTAL,,,,,,,,#DIV/0!,,
New York,2014,Washington,,24,29,,1,17,"$42,357.88","$2,491.64",,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,12,,,,,#DIV/0!,,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,,,,5,,,,,#DIV/0!,,
New York,2014,,,,3,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,TOTAL,,,,,,,,#DIV/0!,,
New York,2014,Wayne,,36,25,,,27,"$45,651.85","$1,690.81",,
New York,2014,,,,3,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,14,,,,,#DIV/0!,,
New York,2014,,,,4,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,TOTAL,,,,,,,,#DIV/0!,,
New York,2014,Westchester,,197,188,,1,225,"$590,841.60","$2,625.96",,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,4,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,4,,,,,#DIV/0!,,
New York,2014,,,,14,,,,,#DIV/0!,,
New York,2014,,,,4,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,,,,9,,,,,#DIV/0!,,
New York,2014,,,,9,,,,,#DIV/0!,,
New York,2014,,,,88,,,,,#DIV/0!,,
New York,2014,,,,11,,,,,#DIV/0!,,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,,,,4,,,,,#DIV/0!,,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,,,,16,,,,,#DIV/0!,,
New York,2014,,,,13,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,TOTAL,,,,,,,,#DIV/0!,,
New York,2014,Wyoming,,32,11,,,21,"$96,928.81","$4,615.66",,
New York,2014,,,,3,,,,,#DIV/0!,,
New York,2014,,,,6,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,TOTAL,,,,,,,,#DIV/0!,,
New York,2014,Yates,,11,8,,,2,$56.25,$28.13,,
New York,2014,,,,3,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,2,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,,,,1,,,,,#DIV/0!,,
New York,2014,TOTAL,,,,,,,,#DIV/0!,,
New York,2014,Unknown,,,,,,10,"$6,359.00",$635.90,,
New York,2014,,"15,840",,,,,,,,18585,746
New York,2015,Albany,,218,124,,0,186,"$419,947.96","$2,257.78",,
New York,2015,,,,1,,,,,#DIV/0!,,
New York,2015,Does not include claims being processed,,,12,,,,,#DIV/0!,,
New York,2015,,,,3,,,,,#DIV/0!,,
New York,2015,,,,2,,,,,#DIV/0!,,
New York,2015,,,,4,,,,,#DIV/0!,,
New York,2015,,,,1,,,,,#DIV/0!,,
New York,2015,,,,57,,,,,#DIV/0!,,
New York,2015,,,,22,,,,,#DIV/0!,,
New York,2015,,,,1,,,,,#DIV/0!,,
New York,2015,,,,1,,,,,#DIV/0!,,
New York,2015,,,,8,,,,,#DIV/0!,,
New York,2015,,,,4,,,,,#DIV/0!,,
New York,2015,,,,2,,,,,#DIV/0!,,
New York,2015,,,,1,,,,,#DIV/0!,,
New York,2015,,,,5,,,,,#DIV/0!,,
New York,2015,Allegany,,35,34,,0,26,"$32,803.31","$1,261.67",,
New York,2015,,,,1,,,,,#DIV/0!,,
New York,2015,,,,1,,,,,#DIV/0!,,
New York,2015,,,,1,,,,,#DIV/0!,,
New York,2015,,,,28,,,,,#DIV/0!,,
New York,2015,,,,3,,,,,#DIV/0!,,
New York,2015,Bronx,,1184,644,,9,826,"$1,408,414.52","$1,705.10",,
New York,2015,,,,1,,,,,#DIV/0!,,
New York,2015,,,,8,,,,,#DIV/0!,,
New York,2015,,,,4,,4,,,#DIV/0!,,
New York,2015,,,,2,,2,,,#DIV/0!,,
New York,2015,,,,2,,2,,,#DIV/0!,,
New York,2015,,,,1,,1,,,#DIV/0!,,
New York,2015,,,,1,,,,,#DIV/0!,,
New York,2015,,,,1,,,,,#DIV/0!,,
New York,2015,,,,40,,,,,#DIV/0!,,
New York,2015,,,,11,,,,,#DIV/0!,,
New York,2015,,,,4,,,,,#DIV/0!,,
New York,2015,,,,2,,,,,#DIV/0!,,
New York,2015,,,,3,,,,,#DIV/0!,,
New York,2015,,,,9,,,,,#DIV/0!,,
New York,2015,,,,1,,,,,#DIV/0!,,
New York,2015,,,,14,,,,,#DIV/0!,,
New York,2015,,,,6,,,,,#DIV/0!,,
New York,2015,,,,279,,,,,#DIV/0!,,
New York,2015,,,,125,,,,,#DIV/0!,,
New York,2015,,,,1,,,,,#DIV/0!,,
New York,2015,,,,4,,,,,#DIV/0!,,
New York,2015,,,,12,,,,,#DIV/0!,,
New York,2015,,,,3,,,,,#DIV/0!,,
New York,2015,,,,8,,,,,#DIV/0!,,
New York,2015,,,,1,,,,,#DIV/0!,,
New York,2015,,,,50,,,,,#DIV/0!,,
New York,2015,,,,27,,,,,#DIV/0!,,
New York,2015,,,,5,,,,,#DIV/0!,,
New York,2015,,,,3,,,,,#DIV/0!,,
New York,2015,,,,3,,,,,#DIV/0!,,
New York,2015,,,,1,,,,,#DIV/0!,,
New York,2015,,,,12,,,,,#DIV/0!,,
New York,2015,Broome,,105,66,,2,102,"$224,540.03","$2,201.37",,
New York,2015,,,,1,,1,,,#DIV/0!,,
New York,2015,,,,1,,1,,,#DIV/0!,,
New York,2015,,,,2,,,,,#DIV/0!,,
New York,2015,,,,1,,,,,#DIV/0!,,
New York,2015,,,,5,,,,,#DIV/0!,,
New York,2015,,,,2,,,,,#DIV/0!,,
New York,2015,,,,29,,,,,#DIV/0!,,
New York,2015,,,,9,,,,,#DIV/0!,,
New York,2015,,,,1,,,,,#DIV/0!,,
New York,2015,,,,1,,,,,#DIV/0!,,
New York,2015,,,,1,,,,,#DIV/0!,,
New York,2015,,,,1,,,,,#DIV/0!,,
New York,2015,,,,6,,,,,#DIV/0!,,
New York,2015,,,,3,,,,,#DIV/0!,,
New York,2015,,,,2,,,,,#DIV/0!,,
New York,2015,,,,1,,,,,#DIV/0!,,
New York,2015,Cattaraugus,,57,55,,0,36,"$88,382.90","$2,455.08",,
New York,2015,,,,4,,,,,#DIV/0!,,
New York,2015,,,,1,,,,,#DIV/0!,,
New York,2015,,,,1,,,,,#DIV/0!,,
New York,2015,,,,33,,,,,#DIV/0!,,
New York,2015,,,,5,,,,,#DIV/0!,,
New York,2015,,,,4,,,,,#DIV/0!,,
New York,2015,,,,2,,,,,#DIV/0!,,
New York,2015,,,,2,,,,,#DIV/0!,,
New York,2015,,,,3,,,,,#DIV/0!,,
New York,2015,Cayuga,,24,7,,1,22,"$45,144.85","$2,052.04",,
New York,2015,,,,1,,1,,,#DIV/0!,,
New York,2015,,,,1,,,,,#DIV/0!,,
New York,2015,,,,4,,,,,#DIV/0!,,
New York,2015,,,,1,,,,,#DIV/0!,,
New York,2015,Chautauqua,,101,68,,3,54,"$99,015.89","$1,833.63",,
New York,2015,,,,1,,,,,#DIV/0!,,
New York,2015,,,,2,,2,,,#DIV/0!,,
New York,2015,,,,1,,1,,,#DIV/0!,,
New York,2015,,,,6,,,,,#DIV/0!,,
New York,2015,,,,1,,,,,#DIV/0!,,
New York,2015,,,,3,,,,,#DIV/0!,,
New York,2015,,,,41,,,,,#DIV/0!,,
New York,2015,,,,9,,,,,#DIV/0!,,
New York,2015,,,,1,,,,,#DIV/0!,,
New York,2015,,,,2,,,,,#DIV/0!,,
New York,2015,,,,1,,,,,#DIV/0!,,
New York,2015,Chemung,,53,47,,0,54,"$89,674.71","$1,660.64",,
New York,2015,,,,4,,,,,#DIV/0!,,
New York,2015,,,,1,,,,,#DIV/0!,,
New York,2015,,,,1,,,,,#DIV/0!,,
New York,2015,,,,1,,,,,#DIV/0!,,
New York,2015,,,,23,,,,,#DIV/0!,,
New York,2015,,,,2,,,,,#DIV/0!,,
New York,2015,,,,2,,,,,#DIV/0!,,
New York,2015,,,,2,,,,,#DIV/0!,,
New York,2015,,,,1,,,,,#DIV/0!,,
